UNIQUEID,CENSUSYEAR,TRACT,BLOCKGROUP,FIPSID,TOTALPOPULATION,POPULATIONWHITE,POPULATIONBLACK,POPULATIONASIAN,POPULATIONOTHER,POPULATIONAMERICANINDIAN,POPULATIONPACIFICISLANDER,POPULATIONONERACE,POPULATIONMULTIRACE,POPULATION25OLDER,MEDIANAGE,MEDIANHOUSEHOLDINCOME,HIGHSCHOOLMALE,HIGHSCHOOLMOREMALE,COLLEGE1YRLESSMALE,COLLEGE1YRMOREMALE,ASSOCIATESDEGREEMALE,BACHELORSDEGREEMALE,MASTERSDEGREE MALE,PROFESSIONALDEGREEMALE,DOCTORALDEGREEMALE,HIGHSCHOOLFEMALE,HIGHSCHOOLMOREFEMALE,COLLEGE1YRLESSFEMALE,COLLEGE1YRMOREFEMALE,ASSOCIATESDEGREEFEMALE,BACHELORSDEGREEFEMALE,MASTERSDEGREEFEMALE,PROFESSIONALDEGREEFEMALE,DOCTORALDEGREEFEMALE,PERCENT25YROVERHIGH SCHOOLMORE,HOUSINGUNITS,OCCUPIEDHOUSINGUNITS,OWNEROCCUPIEDHOUSING,RENTEROCCUPIEDHOUSING,PERCENTOWNEROCCUPIED,PERCENTRENTEROCCUPIED,MEDIANHOUSEVALUEOWNEROCCUPIED,MEDIANYEARBUILT,VACANCYRATES
2.00E+15,2000,40,2,2.20E+11,977,2,960,0,7,0,,,,637,40.3,32212,56,191,,46,3,45,36,5,,34,238,15,46,,39,98,,6,44%,456,409,261,148,64%,36%,"$81,500.00 ",1961,8%
2.00E+15,2000,40,3,2.20E+11,732,4,725,0,0,0,,,,399,29,18750,53,81,18,5,,5,,,,69,134,5,33,6,6,15,,,29%,255,240,153,87,64%,36%,"$45,100.00 ",1962,22.20%
2.00E+15,2000,40,4,2.20E+11,1216,1,1212,0,0,0,,,,643,29.7,18897,127,182,,31,,12,12,,,126,229,28,47,,28,,,,34%,397,366,189,177,52%,48%,"$46,200.00 ",1963,13.30%
2.00E+15,2000,40,5,2.20E+11,774,14,751,0,0,5,,,,518,32,19659,83,131,9,24,,15,,,,79,169,31,43,,16,,,,39%,256,246,158,88,64%,36%,"$40,000.00 ",1968,5.60%
2.00E+15,2000,40,1,2.20E+11,802,112,684,3,2,0,,,,389,34.3,31771,59,153,17,37,,31,9,,,84,189,,39,33,14,19,,,43%,279,279,240,39,86%,14%,"$77,800.00 ",1972,28.60%
2.00E+15,2000,40,2,2.20E+11,539,9,526,0,1,0,,,,271,34,15357,46,74,3,25,,,,,,77,116,14,11,8,6,,,,35%,232,193,110,83,57%,43%,"$45,300.00 ",1959,9.80%
2.00E+15,2000,40,3,2.20E+11,1578,38,1522,0,1,2,,,,787,24.8,18239,100,174,14,35,10,,15,,,150,327,27,78,11,32,29,,,32%,557,516,312,204,60%,40%,"$61,200.00 ",1968,15.80%
2.00E+15,2000,40,4,2.20E+11,909,34,861,1,0,0,,,,539,29.7,16270,110,133,8,15,,,,,,73,172,20,51,,8,20,,,34%,339,305,209,96,69%,31%,"$45,500.00 ",1968,11.40%
2.00E+15,2000,40,5,2.20E+11,1419,93,1316,5,2,0,,,,784,30.3,30625,157,214,24,28,,5,,,,140,366,,39,47,99,41,,,41%,475,445,362,83,81%,19%,"$53,200.00 ",1962,17.40%
2.00E+15,2000,40,6,2.20E+11,1828,72,1743,2,1,1,,,,990,25,24932,139,282,,71,,72,,,,98,349,4,108,14,65,60,,,35%,578,545,345,200,63%,37%,"$72,100.00 ",1968,12.10%
2.00E+15,2000,40,1,2.20E+11,1456,301,1135,11,0,0,,,,871,37,50147,166,352,26,71,,57,21,11,,147,393,15,111,6,62,52,,,51%,520,470,445,25,95%,5%,"$91,100.00 ",1977,3.60%
2.00E+15,2000,40,2,2.20E+11,1756,584,910,216,22,1,,,,905,26.3,28438,126,298,17,89,7,53,,6,,184,361,21,61,19,52,8,7,9,38%,606,583,265,318,45%,55%,"$87,000.00 ",1972,11.10%
2.00E+15,2000,40,1,2.20E+11,1227,59,1156,3,0,1,,,,768,29.7,27981,113,254,6,80,,48,7,,,134,303,33,65,7,21,43,,,45%,410,408,342,66,84%,16%,"$70,200.00 ",1969,12.50%
2.00E+15,2000,40,2,2.20E+11,1008,25,970,1,0,0,,,,644,34.9,29352,96,180,12,32,10,18,12,,,154,328,39,54,,49,32,,,50%,312,295,228,67,77%,23%,"$64,600.00 ",1973,0%
2.00E+15,2000,40,3,2.20E+11,2254,74,2163,0,1,1,,,,1134,28.9,28578,192,369,27,111,22,11,,6,,182,515,116,104,11,75,27,,,39%,712,675,533,142,79%,21%,"$64,000.00 ",1973,6.30%
2.00E+15,2000,40,4,2.20E+11,2138,97,2034,1,0,4,,,,1017,25.6,27292,145,244,17,37,28,11,6,,,253,509,28,137,6,59,19,7,,35%,731,648,487,161,75%,25%,"$54,800.00 ",1971,11.30%
2.00E+15,2000,40,1,2.20E+11,747,175,561,0,1,1,,,,452,33.1,35313,79,165,17,51,,14,4,,,103,173,18,7,12,22,4,,7,45%,251,244,195,49,80%,20%,"$65,200.00 ",1970,20%
2.00E+15,2000,40,2,2.20E+11,1537,113,1396,9,4,1,,,,800,25.3,20781,109,197,17,35,,30,6,,,202,378,12,52,6,69,37,,,37%,523,529,308,221,58%,42%,"$56,400.00 ",1968,4.50%
2.00E+15,2000,40,3,2.20E+11,944,316,603,4,15,1,,,,562,33.8,32159,86,204,30,49,24,9,6,,,76,204,21,31,,58,12,,6,43%,362,318,255,63,80%,20%,"$73,500.00 ",1965,7.70%
2.00E+15,2000,40,4,2.20E+11,1305,385,870,13,21,4,,,,759,30.2,32273,141,299,26,65,11,56,,,,145,302,27,47,4,58,21,,,46%,483,446,221,225,50%,50%,"$69,700.00 ",1966,3.40%
2.00E+15,2000,40,1,2.20E+11,1678,471,1088,94,4,5,,,,1085,32.8,56014,160,462,39,110,17,123,13,,,160,513,54,105,12,154,28,,,58%,556,551,525,26,95%,5%,"$101,600.00 ",1975,0%
2.00E+15,2000,40,2,2.20E+11,913,413,480,10,4,0,,,,601,40.5,40040,131,237,7,37,18,30,14,,,83,271,57,30,21,61,19,,,56%,347,341,321,20,94%,6%,"$96,800.00 ",1974,0%
2.00E+15,2000,40,3,2.20E+11,1004,399,576,24,1,0,,,,623,35.8,43393,13,249,60,99,,50,27,,,103,325,33,87,,69,33,,,57%,397,382,373,9,98%,2%,"$87,900.00 ",1979,28.60%
2.00E+15,2000,40,4,2.20E+11,2299,817,1421,36,8,0,,,,1456,31.6,30417,199,433,30,81,,115,8,,,242,730,95,164,9,155,52,13,,51%,1043,1049,483,566,46%,54%,"$78,000.00 ",1969,14.30%
2.00E+15,2000,40,5,2.20E+11,962,380,528,48,0,0,,,,590,37.3,48239,89,286,23,94,14,38,8,20,,108,225,25,13,10,37,32,,,53%,339,300,279,21,93%,7%,"$95,800.00 ",1967,0%
2.00E+15,2000,40,1,2.20E+11,560,455,93,2,0,5,,,,312,38.3,33295,47,114,15,30,,6,5,11,,66,146,22,24,,16,18,,,46%,220,184,164,20,89%,11%,"$82,900.00 ",1974,0%
2.00E+15,2000,40,2,2.20E+11,659,516,126,8,5,2,,,,383,34.4,41161,68,140,5,45,,11,11,,,89,173,19,27,13,25,,,,47%,258,210,169,41,80%,20%,"$77,600.00 ",1965,27.30%
2.00E+15,2000,40,3,2.20E+11,1781,281,1453,27,6,2,,,,1092,33.1,55750,123,442,58,149,7,80,21,4,,123,547,67,145,20,115,63,14,,56%,580,612,589,23,96%,4%,"$90,000.00 ",1978,22.20%
2.00E+15,2000,40,4,2.20E+11,1763,369,1369,10,3,2,,,,1071,30,45461,162,451,25,130,27,84,23,,,139,548,35,134,,166,61,7,6,57%,612,624,597,27,96%,4%,"$88,700.00 ",1984,9.10%
2.00E+15,2000,40,1,2.20E+11,683,361,230,87,2,0,,,,398,41.1,42273,44,150,,51,,48,7,,,83,154,11,31,7,22,,,,45%,237,206,206,,100%,,"$99,700.00 ",1974,0%
2.00E+15,2000,40,2,2.20E+11,793,502,197,80,4,1,,,,556,43.4,59453,87,239,19,59,31,27,16,,,110,271,22,61,5,59,14,,,64%,300,280,235,45,84%,16%,"$97,500.00 ",1966,25%
2.00E+15,2000,40,3,2.20E+11,926,673,182,46,8,1,,,,723,42.5,38482,54,267,50,90,,59,7,7,,108,278,18,79,,36,28,9,,59%,505,450,288,162,64%,36%,"$97,900.00 ",1964,18.60%
2.00E+15,2000,40,4,2.20E+11,905,539,279,41,10,2,,,,625,34,39764,107,279,33,31,,74,27,7,,102,263,30,58,6,46,16,5,,60%,522,450,241,209,54%,46%,"$94,900.00 ",1969,7.90%
2.00E+15,2000,40,1,2.20E+11,1462,788,626,21,3,2,,,,745,28.8,25273,140,222,19,24,,25,14,,,162,371,34,124,19,8,14,10,,41%,576,562,270,292,48%,52%,"$68,700.00 ",1966,23.80%
2.00E+15,2000,40,2,2.20E+11,1402,1089,215,48,28,2,,,,969,36.3,30915,123,407,10,141,20,85,15,13,,234,385,38,61,6,36,4,6,,56%,674,651,315,336,48%,52%,"$62,900.00 ",1968,21.30%
2.00E+15,2000,40,1,2.20E+11,772,299,450,10,7,1,,,,464,29.3,22045,84,184,25,29,39,7,,,,82,208,28,59,13,19,,7,,51%,372,309,99,210,32%,68%,"$60,600.00 ",1971,1.90%
2.00E+15,2000,40,2,2.20E+11,1459,77,1353,11,1,2,,,,481,22.2,16935,52,159,,57,8,28,14,,,104,233,18,51,42,9,9,,,27%,557,541,,541,,100%,$0.00 ,1975,3.80%
2.00E+15,2000,40,3,2.20E+11,1167,191,917,51,2,0,,,,674,24.8,31494,137,271,,75,13,46,,,,146,341,10,99,8,51,14,,13,52%,430,407,192,215,47%,53%,"$72,500.00 ",1976,3.10%
2.00E+15,2000,40,4,2.20E+11,1405,525,726,142,0,1,,,,820,29.3,32143,126,275,16,79,12,42,,,,144,367,46,97,51,29,,,,46%,559,525,342,183,65%,35%,"$75,300.00 ",1970,13.30%
2.00E+15,2000,40,5,2.20E+11,1512,199,625,637,28,3,,,,885,26.7,25378,40,204,33,119,,12,,,,130,286,15,53,7,56,25,,,32%,463,434,167,267,38%,62%,"$74,400.00 ",1970,10%
2.00E+15,2000,40,1,2.20E+11,1751,1451,252,16,4,11,,,,1206,40.7,41333,153,478,,107,,100,89,29,,187,660,64,151,8,186,64,,,65%,872,822,593,229,72%,28%,"$106,300.00 ",1967,15.20%
2.00E+15,2000,40,2,2.20E+11,764,723,29,8,0,0,,,,566,42.4,61442,28,253,26,62,20,96,8,13,,107,292,17,35,36,55,33,,9,71%,356,354,262,92,74%,26%,"$133,100.00 ",1958,0%
2.00E+15,2000,40,3,2.20E+11,765,686,30,39,2,0,,,,548,41.4,44816,75,259,4,65,9,50,46,10,,63,267,9,88,7,55,45,,,69%,311,302,263,39,87%,13%,"$108,500.00 ",1957,6.70%
2.00E+15,2000,40,4,2.20E+11,1240,1051,51,97,4,1,,,,838,43.6,52000,34,329,7,76,,146,36,30,,46,432,17,126,,175,59,9,,61%,511,495,403,92,81%,19%,"$136,400.00 ",1971,22.20%
2.00E+15,2000,40,5,2.20E+11,1312,1248,41,17,0,3,,,,1026,46.2,71792,38,469,8,74,10,182,88,69,,126,488,34,145,19,100,64,,,73%,526,517,506,11,98%,2%,"$143,700.00 ",1967,14.30%
2.00E+15,2000,40,1,2.20E+11,888,822,44,22,0,0,,,,647,47.4,65125,79,286,32,58,7,98,12,,,79,303,40,90,10,66,11,7,,66%,312,294,284,10,97%,3%,"$124,700.00 ",1968,12.50%
2.00E+15,2000,40,2,2.20E+11,1201,928,214,30,8,0,,,,908,43.4,38523,69,335,9,89,22,110,32,4,,198,505,23,99,25,100,40,17,3,70%,553,471,242,229,51%,49%,"$130,600.00 ",1972,16.30%
2.00E+15,2000,40,3,2.20E+11,1367,1255,47,36,7,5,,,,997,45.9,52917,88,346,24,70,7,120,37,,,167,538,81,99,20,103,68,,,65%,577,578,527,51,91%,9%,"$115,800.00 ",1973,20%
2.00E+15,2000,40,1,2.20E+11,1094,893,117,66,0,2,,,,665,40,60904,9,244,,102,23,69,25,16,,102,356,41,70,15,120,8,,,55%,453,427,365,62,85%,15%,"$118,100.00 ",1976,8.70%
2.00E+15,2000,40,2,2.20E+11,1253,1105,67,52,14,0,,,,861,41.6,50000,81,361,23,96,7,127,27,,,152,431,31,86,35,69,50,8,,63%,520,497,455,42,92%,8%,"$116,600.00 ",1968,18.20%
2.00E+15,2000,40,3,2.20E+11,1014,885,82,43,1,2,,,,719,44.8,59926,103,320,20,108,7,39,22,21,,107,295,10,56,,76,46,,,61%,343,333,302,31,91%,9%,"$110,500.00 ",1964,12.50%
2.00E+15,2000,40,4,2.20E+11,1071,998,25,37,5,0,,,,720,45.7,72188,45,313,,79,7,145,29,8,,105,346,30,82,20,102,7,,,62%,416,413,372,41,90%,10%,"$137,200.00 ",1964,25%
2.00E+15,2000,40,5,2.20E+11,1386,1305,29,32,3,5,,,,1091,48.1,65109,39,454,13,105,8,182,83,24,,147,580,35,125,15,154,71,33,,75%,551,535,518,17,97%,3%,"$150,000.00 ",1972,0%
2.00E+15,2000,40,1,2.20E+11,730,704,18,2,0,0,,,,581,45.4,97731,,236,,31,,85,22,98,,20,335,7,113,10,127,30,20,8,78%,290,286,262,24,92%,8%,"$365,800.00 ",1963,20%
2.00E+15,2000,40,2,2.20E+11,2988,2607,257,76,10,7,,,,1926,31,38684,34,838,15,108,40,446,103,92,,131,974,80,273,39,220,188,26,17,61%,1938,1697,263,1434,15%,85%,"$388,600.00 ",1983,8.40%
2.00E+15,2000,40,3,2.20E+11,2386,1208,1130,26,9,1,,,,1653,46.8,70408,60,594,29,98,,214,100,93,,105,762,37,135,10,265,178,12,20,57%,823,824,629,195,76%,24%,"$173,700.00 ",1975,9.40%
2.00E+15,2000,40,1,2.20E+11,812,711,85,9,1,1,,,,566,36.8,39228,71,251,43,77,8,36,16,,,107,271,53,29,19,30,18,7,8,64%,437,405,228,177,56%,44%,"$92,200.00 ",1968,12.90%
2.00E+15,2000,40,2,2.20E+11,796,749,34,0,2,5,,,,631,44.5,61989,22,283,19,44,19,109,7,63,,67,309,,81,20,93,21,20,7,74%,373,353,311,42,88%,12%,"$157,700.00 ",1967,0%
2.00E+15,2000,40,3,2.20E+11,1127,1027,73,15,5,3,,,,736,36.8,49034,30,298,19,48,28,115,10,48,,60,405,33,71,,146,75,20,,62%,646,591,271,320,46%,54%,"$166,400.00 ",1974,18.40%
2.00E+15,2000,40,4,2.20E+11,2609,2248,259,47,22,11,,,,1868,33.5,31784,141,793,40,156,17,340,62,37,,152,961,102,238,112,204,102,37,14,67%,1474,1386,503,883,36%,64%,"$93,500.00 ",1981,11.90%
2.00E+15,2000,40,1,2.20E+11,2099,2004,32,19,12,3,,,,1537,42.3,60083,186,725,33,162,8,177,110,49,,186,766,37,221,,230,86,6,,71%,820,855,667,188,78%,22%,"$127,600.00 ",1971,5%
2.00E+15,2000,40,2,2.20E+11,1103,967,104,21,3,1,,,,800,40,37321,38,322,9,53,,150,14,58,,108,380,18,62,23,92,67,,10,64%,709,600,262,338,44%,56%,"$96,800.00 ",1982,10.10%
2.00E+15,2000,40,3,2.20E+11,1392,1235,119,30,0,1,,,,1018,35.3,28750,47,318,8,71,,119,50,23,,130,573,39,115,18,198,46,27,,64%,854,760,320,440,42%,58%,"$74,000.00 ",1985,20.30%
2.00E+15,2000,40,1,2.20E+11,760,727,20,7,5,1,,,,523,35.9,51250,56,240,19,41,20,90,14,,,66,255,6,42,21,90,30,,,65%,359,343,230,113,67%,33%,"$136,900.00 ",1974,0%
2.00E+15,2000,40,2,2.20E+11,1802,1701,69,13,6,1,,,,1209,38.5,40323,85,513,58,76,19,209,53,13,,245,631,59,120,25,125,42,15,,63%,831,788,479,309,61%,39%,"$104,900.00 ",1975,8%
2.00E+15,2000,40,3,2.20E+11,2382,1551,665,94,43,5,,,,1446,28.3,44137,119,614,21,149,18,206,65,36,,117,689,53,192,48,187,49,35,8,55%,968,935,514,421,55%,45%,"$180,500.00 ",1995,9.80%
2.00E+15,2000,40,4,2.20E+11,594,505,67,13,7,1,,,,351,34.3,46296,21,153,,57,9,60,6,,,68,189,7,59,,32,23,,,58%,209,201,175,26,87%,13%,"$98,400.00 ",1978,0%
2.00E+15,2000,40,1,2.20E+11,873,816,34,14,0,3,,,,672,39.9,47500,102,228,8,38,,52,28,,,109,323,65,70,,39,33,7,,63%,406,359,314,45,87%,13%,"$95,100.00 ",1971,9.10%
2.00E+15,2000,40,2,2.20E+11,2301,1744,457,59,14,8,,,,1438,28.9,36656,146,756,45,201,37,277,31,19,,149,622,58,77,60,206,55,7,10,60%,1455,1309,238,1071,18%,82%,"$94,200.00 ",1985,13%
2.00E+15,2000,40,3,2.20E+11,955,547,379,15,2,0,,,,657,31.1,23407,114,240,35,39,,40,12,,,106,284,69,55,,25,29,,,55%,431,408,189,219,46%,54%,"$84,200.00 ",1971,9.40%
2.00E+15,2000,40,4,2.20E+11,2448,1569,711,101,14,5,,,,1487,29.6,35308,226,767,29,137,35,290,50,,,150,606,50,98,52,157,74,15,10,56%,1363,1313,205,1108,16%,84%,"$115,200.00 ",1981,14.30%
2.00E+15,2000,40,1,2.20E+11,1314,728,38,10,11,4,,,,1006,40.2,53600,45,342,6,110,7,96,68,10,,184,583,42,102,9,156,64,26,,70%,368,582,543,39,93%,7%,"$115,300.00 ",1985,0%
2.00E+15,2000,40,2,2.20E+11,805,1239,42,11,7,3,,,,644,43.8,65192,37,256,21,49,26,85,28,10,,116,343,41,75,7,78,26,,,74%,605,345,324,21,94%,6%,"$111,300.00 ",1986,0%
2.00E+15,2000,40,3,2.20E+11,3624,1390,2053,73,51,16,,,,1718,24.8,27370,198,712,81,200,62,144,17,10,,224,817,79,256,29,197,32,,,42%,1764,1678,173,1505,10%,90%,"$83,900.00 ",1977,18.20%
2.00E+15,2000,40,1,2.20E+11,1697,1482,119,73,1,4,,,,1181,38.4,58636,122,540,30,160,10,134,44,40,,145,594,31,167,18,164,32,37,,67%,732,750,622,128,83%,17%,"$119,000.00 ",1978,8.70%
2.00E+15,2000,40,2,2.20E+11,1175,1018,103,39,4,0,,,,682,34.6,61089,83,272,12,43,27,76,31,,,142,355,15,76,26,60,29,,7,53%,486,423,234,189,55%,45%,"$129,000.00 ",1978,10.80%
2.00E+15,2000,40,3,2.20E+11,4948,4351,310,198,31,8,,,,3252,35.9,73393,186,1497,129,327,79,528,209,39,,396,1632,85,331,107,511,130,64,8,63%,1801,1735,1351,384,78%,22%,"$153,900.00 ",1986,2%
2.00E+15,2000,40,1,2.20E+11,3232,2606,411,167,10,9,,,,2037,34.5,50304,170,852,50,199,44,247,135,7,,214,958,88,145,36,351,101,17,6,56%,1471,1358,690,668,51%,49%,"$146,000.00 ",1978,9.60%
2.00E+15,2000,40,2,2.20E+11,931,830,30,64,3,0,,,,717,51.5,71304,34,280,14,52,,142,23,15,,111,370,26,66,,125,28,7,7,70%,406,379,268,111,71%,29%,"$223,100.00 ",1985,12.50%
2.00E+15,2000,40,3,2.20E+11,1566,1310,191,21,19,6,,,,1096,30.7,40039,110,529,35,183,6,126,69,,,166,507,33,91,34,122,61,,,66%,923,839,314,525,37%,63%,"$122,300.00 ",1982,16.80%
2.00E+15,2000,40,1,2.20E+11,753,639,74,15,12,2,,,,493,37.1,43571,30,183,10,83,10,50,,,,94,246,,56,18,78,,,,57%,288,265,222,43,84%,16%,"$105,200.00 ",1977,40%
2.00E+15,2000,40,2,2.20E+11,1268,1174,73,18,0,0,,,,861,39.3,66250,63,318,,67,,146,25,17,,121,447,41,78,,118,66,8,15,60%,485,481,451,30,94%,6%,"$123,700.00 ",1978,10%
2.00E+15,2000,40,3,2.20E+11,816,779,19,1,6,3,,,,653,36.5,73536,9,335,10,40,23,188,53,12,,100,310,11,28,41,100,30,,,79%,345,327,318,9,97%,3%,"$120,100.00 ",1985,75%
2.00E+15,2000,40,1,2.20E+11,1291,877,349,28,20,3,,,,838,33.2,37386,50,334,21,86,24,97,56,,,97,419,36,114,30,124,11,7,,58%,778,563,353,210,63%,37%,"$93,400.00 ",1976,13.40%
2.00E+15,2000,40,2,2.20E+11,591,5,573,3,1,5,,,,331,35.6,33929,52,104,,32,,15,5,,,65,149,,22,17,32,13,,,43%,193,173,156,17,90%,10%,"$74,300.00 ",1976,0%
2.00E+15,2000,40,3,2.20E+11,616,2,603,5,0,0,,,,408,41,39868,20,88,,45,,,15,8,,43,185,9,36,,33,53,11,,44%,235,222,180,42,81%,19%,"$78,000.00 ",1972,16.70%
2.00E+15,2000,40,4,2.20E+11,2202,1080,1049,32,16,1,,,,1468,34.8,47031,82,677,52,148,7,246,89,53,,103,696,54,210,31,194,95,9,,62%,978,975,576,399,59%,41%,"$98,400.00 ",1993,10.80%
2.00E+15,2000,40,5,2.20E+11,736,435,260,16,9,1,,,,511,38.3,61176,59,213,17,77,,42,18,,,83,255,,52,,75,20,,25,64%,306,274,229,45,84%,16%,"$86,000.00 ",1973,7.10%
2.00E+15,2000,40,1,2.20E+11,1139,899,165,52,0,1,,,,758,38.4,91751,42,362,31,59,,136,69,25,,60,331,29,23,6,125,68,11,9,61%,446,374,325,49,87%,13%,"$187,300.00 ",1989,0%
2.00E+15,2000,40,2,2.20E+11,2283,2009,138,95,3,6,,,,1432,36.7,74583,40,553,,74,24,254,77,84,,78,772,78,102,42,257,158,36,21,58%,896,880,688,192,78%,22%,"$213,200.00 ",1992,9.70%
2.00E+15,2000,40,3,2.20E+11,2456,1782,563,62,14,6,,,,1660,35.8,68017,47,725,46,147,33,281,154,17,,65,815,24,200,63,305,121,21,16,63%,1037,995,735,260,74%,26%,"$139,000.00 ",1985,15.20%
2.00E+15,2000,40,4,2.20E+11,2118,1903,106,73,7,4,,,,1326,40.1,90225,54,566,18,80,7,239,105,63,,44,637,51,171,20,213,122,16,,57%,752,740,659,81,89%,11%,"$194,800.00 ",1979,15.40%
2.00E+15,2000,40,1,2.20E+11,2514,2197,105,81,78,3,,,,378,21.1,12131,25,188,,59,,84,20,,,5,135,,46,,19,54,11,,13%,1212,1153,75,1078,7%,93%,"$90,600.00 ",1991,9.10%
