UNIQUEID,CENSUSYEAR,TRACT,BLOCKGROUP,FIPSID,TOTALPOPULATION,POPULATIONWHITE,POPULATIONBLACK,POPULATIONASIAN,POPULATIONOTHER,POPULATIONAMERICANINDIAN,POPULATIONPACIFICISLANDER,POPULATIONONERACE,POPULATIONMULTIRACE,POPULATION25OLDER,MEDIANAGE,MEDIANHOUSEHOLDINCOME,HIGHSCHOOLMALE,HIGHSCHOOLMOREMALE,COLLEGE1YRLESSMALE,COLLEGE1YRMOREMALE,ASSOCIATESDEGREEMALE,BACHELORSDEGREEMALE,MASTERSDEGREE MALE,PROFESSIONALDEGREEMALE,DOCTORALDEGREEMALE,HIGHSCHOOLFEMALE,HIGHSCHOOLMOREFEMALE,COLLEGE1YRLESSFEMALE,COLLEGE1YRMOREFEMALE,ASSOCIATESDEGREEFEMALE,BACHELORSDEGREEFEMALE,MASTERSDEGREEFEMALE,PROFESSIONALDEGREEFEMALE,DOCTORALDEGREEFEMALE,PERCENT25YROVERHIGH SCHOOLMORE,HOUSINGUNITS,OCCUPIEDHOUSINGUNITS,OWNEROCCUPIEDHOUSING,RENTEROCCUPIEDHOUSING,PERCENTOWNEROCCUPIED,PERCENTRENTEROCCUPIED,MEDIANHOUSEVALUEOWNEROCCUPIED,MEDIANYEARBUILT,VACANCYRATES
2.01E+15,2010,40,3,2.20E+11,1017,343,517,88,39,4,0,991,26,687,40,40658,100,98,17,31,11,39,0,0,0,110,131,7,69,0,41,7,7,0,44.45%,368,296,570,212,72.89%,27.11%,"$138,900.00 ",1970,19.57%
2.01E+15,2010,40,1,2.20E+11,1250,368,678,19,119,10,2,1196,54,661,26.6,20455,87,63,16,6,0,41,0,0,0,133,147,27,76,14,30,0,0,0,33.59%,659,450,882,606,59.27%,40.73%,"$94,700.00 ",1970,31.71%
2.01E+15,2010,40,2,2.20E+11,1717,625,837,34,170,9,0,1675,42,1061,31.1,35672,76,246,0,186,0,40,4,16,0,174,222,5,114,21,69,13,0,0,59.76%,685,613,615,625,49.60%,50.40%,"$99,300.00 ",1971,10.51%
2.01E+15,2010,40,1,2.20E+11,808,165,513,7,89,3,0,777,31,429,27,39440,50,40,0,40,0,0,0,0,0,84,72,34,38,0,0,0,0,0,39.61%,387,247,317,208,60.38%,39.62%,"$112,800.00 ",1974,36.18%
2.01E+15,2010,40,2,2.20E+11,1670,65,1540,0,47,2,0,1654,16,770,23.9,17324,54,152,24,62,23,43,0,0,0,192,126,0,69,0,57,0,0,0,48%,665,613,26,1698,1.51%,98.49%,,1971,7.82%
2.01E+15,2010,40,3,2.20E+11,890,68,782,29,5,0,3,887,3,472,25.9,50147,130,54,0,37,0,17,0,0,0,108,112,0,51,0,61,0,0,0,36.97%,350,282,359,563,38.94%,61.06%,"$108,800.00 ",1976,19.43%
2.01E+15,2010,40,4,2.20E+11,1511,217,995,127,135,6,0,1480,31,901,30,26905,178,215,63,93,31,15,13,0,0,309,109,0,90,0,9,10,0,0,32.05%,694,658,856,869,49.62%,50.38%,"$123,500.00 ",1975,5.19%
2.01E+15,2010,40,5,2.20E+11,1556,169,901,346,83,26,0,1525,31,826,26.6,16555,74,46,0,21,25,0,0,0,0,57,65,36,0,29,0,0,0,0,25.34%,364,313,148,718,17.09%,82.91%,"$99,600.00 ",1975,14.01%
2.01E+15,2010,40,1,2.20E+11,1852,1117,641,31,29,3,0,1821,31,1307,36.8,49974,129,302,13,17,105,109,43,15,0,176,483,86,144,42,145,66,0,0,65.30%,995,781,1142,402,73.96%,26.04%,"$151,800.00 ",1971,21.51%
2.01E+15,2010,40,2,2.20E+11,800,555,186,6,38,2,0,787,13,569,39.6,65385,162,161,0,77,0,67,17,0,0,46,218,54,78,36,15,17,0,18,65.82%,364,364,507,197,72.02%,27.98%,"$181,500.00 ",1959,0%
2.01E+15,2010,40,3,2.20E+11,744,600,88,39,16,1,0,744,0,549,46.1,69408,47,193,0,84,13,87,0,9,0,100,138,40,28,23,47,0,0,0,62.57%,251,251,720,0,100%,0%,"$181,400.00 ",1960,0%
2.01E+15,2010,40,4,2.20E+11,1241,925,181,83,26,2,0,1217,24,877,40.5,47679,78,216,8,69,0,139,0,0,0,167,269,20,69,39,98,26,0,17,66.49%,496,414,1142,45,96.21%,3.79%,"$188,000.00 ",1970,16.53%
2.01E+15,2010,40,5,2.20E+11,1329,1081,166,59,6,0,0,1312,17,947,46.6,58469,77,399,13,123,40,92,58,33,40,174,223,0,18,0,77,90,15,23,64.37%,551,551,1238,56,95.67%,4.33%,"$180,600.00 ",1968,0%
2.01E+15,2010,40,1,2.20E+11,831,595,199,21,4,0,1,820,11,615,48,73558,114,198,12,70,5,84,12,0,15,128,223,75,86,4,34,24,0,0,59.17%,324,324,661,148,81.71%,18.29%,"$170,900.00 ",1969,0%
2.01E+15,2010,40,2,2.20E+11,1283,554,568,110,20,4,0,1256,27,783,31.6,47813,179,293,0,145,62,47,22,8,9,126,356,10,211,24,70,32,0,9,59.15%,631,608,613,881,41.03%,58.97%,"$175,900.00 ",1976,3.65%
2.01E+15,2010,40,3,2.20E+11,1301,984,168,119,10,2,0,1283,18,966,47.6,74276,66,333,7,137,0,96,61,24,8,144,258,72,119,19,40,8,0,0,69.24%,513,474,1202,78,93.91%,6.09%,"$161,500.00 ",1975,7.60%
2.01E+15,2010,40,1,2.20E+11,1291,542,511,213,6,1,0,1273,18,861,38.3,45104,142,274,20,78,0,115,16,0,45,63,418,45,150,0,119,81,13,10,61.63%,622,584,1090,364,74.97%,25.03%,"$131,300.00 ",1981,6.11%
2.01E+15,2010,40,2,2.20E+11,1388,673,524,156,21,3,0,1377,11,899,38,55395,51,315,42,105,0,96,72,0,0,57,324,30,90,59,85,60,0,0,74.87%,532,488,1125,83,93.13%,6.87%,"$167,500.00 ",1972,8.27%
2.01E+15,2010,40,3,2.20E+11,938,573,258,69,12,4,3,919,19,690,45.2,81932,62,302,57,107,3,132,3,0,0,97,250,0,62,13,147,28,0,0,76.44%,290,253,683,141,82.89%,17.11%,"$158,700.00 ",1961,12.76%
2.01E+15,2010,40,4,2.20E+11,1118,791,170,132,13,0,1,1107,11,773,44.5,84071,52,358,48,152,0,158,0,0,0,52,297,14,165,20,98,0,0,0,86.21%,382,382,883,130,87.17%,12.83%,"$189,500.00 ",1969,0%
2.01E+15,2010,40,5,2.20E+11,1495,1039,272,143,10,1,0,1465,30,1074,47,102879,45,557,26,229,52,222,28,0,0,90,440,15,87,0,254,53,31,0,82.07%,532,532,1347,266,83.51%,16.49%,"$215,300.00 ",1972,0%
2.01E+15,2010,40,1,2.20E+11,791,775,7,3,3,1,0,789,2,519,45.3,139904,0,175,0,0,0,56,24,56,39,0,256,9,52,65,78,23,15,14,100%,265,253,992,0,100%,0%,"$626,800.00 ",1967,4.53%
2.01E+15,2010,40,2,2.20E+11,1987,1523,267,152,16,2,2,1962,25,1383,31,52125,0,589,36,31,0,276,68,145,33,48,610,53,52,16,270,166,33,20,94.11%,1462,1040,694,1003,40.90%,59.10%,"$516,000.00 ",2003,28.86%
2.01E+15,2010,40,3,2.20E+11,2680,1321,1167,60,91,6,2,2647,33,1968,43.9,54440,141,770,10,134,23,216,158,88,141,173,718,0,204,63,287,134,15,15,74.24%,1012,937,1876,386,82.94%,17.06%,"$304,400.00 ",1976,7.41%
2.01E+15,2010,40,4,2.20E+11,1043,792,175,43,15,4,0,1029,14,775,36,52633,12,222,21,87,8,55,17,0,34,69,321,0,170,0,58,79,0,14,88.59%,684,465,187,646,22.45%,77.55%,"$235,900.00 ",1981,32.02%
2.01E+15,2010,40,5,2.20E+11,1073,572,440,26,13,2,0,1053,20,627,26.5,38846,17,216,0,79,10,47,0,65,15,8,184,0,19,15,64,43,43,0,91.12%,617,402,36,628,5.42%,94.58%,,1984,34.85%
2.01E+15,2010,40,1,2.20E+11,893,737,133,12,6,0,0,888,5,717,46.8,41105,22,292,71,79,0,109,18,15,0,113,264,70,61,47,43,43,0,0,55.08%,663,583,652,765,46.01%,53.99%,"$151,800.00 ",1967,12.07%
2.01E+15,2010,40,2,2.20E+11,738,668,46,15,3,0,0,732,6,577,47.2,67929,13,260,10,47,0,136,37,16,14,37,165,22,28,0,107,8,0,0,80.47%,318,318,575,64,89.98%,10.02%,"$311,300.00 ",1978,0%
2.01E+15,2010,40,3,2.20E+11,1188,949,199,19,7,0,0,1174,14,950,43.3,45000,0,369,24,0,19,200,55,49,22,19,302,0,142,0,106,51,0,3,95.21%,638,584,558,362,60.65%,39.35%,"$302,700.00 ",1982,8.46%
2.01E+15,2010,40,4,2.20E+11,1222,898,270,11,17,7,0,1203,19,885,33.8,42074,73,226,12,32,0,179,3,0,0,90,246,16,71,0,49,89,21,0,70.58%,538,464,190,535,26.21%,73.79%,"$132,300.00 ",1976,13.75%
2.01E+15,2010,40,5,2.20E+11,1320,1003,260,24,9,5,0,1301,19,942,35,60673,71,349,0,71,0,122,46,31,79,80,535,11,218,22,284,0,0,0,81.61%,783,695,709,726,49.41%,50.59%,"$286,200.00 ",1979,11.24%
2.01E+15,2010,40,1,2.20E+11,2011,1849,81,24,40,2,0,1996,15,1483,44.5,96563,55,629,34,78,32,301,78,89,17,82,696,99,98,56,332,81,30,0,90.71%,907,789,1752,131,93.04%,6.96%,"$220,000.00 ",1972,13.01%
2.01E+15,2010,40,2,2.20E+11,1215,886,239,65,5,4,0,1199,16,925,34,73323,17,505,32,215,60,63,101,26,8,50,365,8,84,40,122,90,21,0,91.31%,802,675,483,702,40.76%,59.24%,"$157,700.00 ",1984,15.84%
2.01E+15,2010,40,3,2.20E+11,1582,1163,300,70,22,4,0,1559,23,1139,30.4,43646,117,291,0,87,14,116,60,0,14,114,509,28,140,49,71,50,21,150,74.76%,984,724,440,895,32.96%,67.04%,"$119,700.00 ",1988,26.42%
2.01E+15,2010,40,1,2.20E+11,903,759,86,13,24,1,0,883,20,631,36.5,46534,13,206,0,116,0,15,41,9,25,69,160,21,7,42,39,18,9,24,81.97%,349,349,407,112,78.42%,21.58%,"$228,400.00 ",1979,0%
2.01E+15,2010,40,2,2.20E+11,1738,1480,167,34,14,6,1,1702,36,1284,40.7,50469,105,519,0,128,83,189,44,50,25,150,540,34,135,19,278,25,41,8,80.54%,904,904,1421,464,75.38%,24.62%,"$179,900.00 ",1977,0%
2.01E+15,2010,40,3,2.20E+11,4074,2814,996,174,25,4,3,4016,58,2607,33.3,51970,192,998,103,226,85,398,91,81,14,390,976,116,255,34,367,159,45,0,73.84%,1699,1628,2667,1393,65.69%,34.31%,"$267,200.00 ",1999,4.18%
2.01E+15,2010,40,1,2.20E+11,1245,969,185,54,12,8,0,1228,17,952,42.5,58507,144,437,0,79,0,298,0,14,46,221,401,85,35,21,101,159,0,0,69.02%,712,712,1309,120,91.60%,8.40%,"$153,000.00 ",1987,0%
2.01E+15,2010,40,2,2.20E+11,3205,583,2380,40,141,10,0,3154,51,1713,26,19149,141,451,56,262,55,78,0,0,0,75,558,16,293,67,165,17,0,0,67.46%,1335,1157,219,2662,7.60%,92.40%,"$137,500.00 ",1981,13.33%
2.01E+15,2010,40,3,2.20E+11,1989,821,1077,41,25,8,0,1972,17,1318,32,35417,280,295,0,149,27,51,24,44,0,120,514,88,56,51,218,63,0,38,60.89%,1106,903,974,1089,47.21%,52.79%,"$154,900.00 ",1990,18.35%
2.01E+15,2010,40,1,2.20E+11,1628,1183,301,92,26,2,2,1606,22,1206,43.6,62222,172,378,28,109,0,155,86,0,0,118,532,62,226,39,153,33,0,19,71.67%,710,710,1470,192,88.45%,11.55%,"$170,600.00 ",1977,0%
2.01E+15,2010,40,2,2.20E+11,1518,1086,297,77,36,5,0,1501,17,1054,34.7,86765,139,317,0,90,0,139,41,47,0,111,475,58,77,75,218,11,36,0,74.01%,575,530,1090,413,72.52%,27.48%,"$188,800.00 ",1981,7.83%
2.01E+15,2010,40,3,2.20E+11,3095,2359,448,203,25,14,0,3049,46,2153,39.6,105795,71,880,64,256,44,400,87,12,17,316,921,107,224,45,364,181,0,0,79.95%,1247,1247,2436,832,74.54%,25.46%,"$227,200.00 ",1990,0%
2.01E+15,2010,40,4,2.20E+11,2574,2031,338,117,34,0,6,2526,48,1785,41,70726,330,762,79,278,19,273,37,58,18,279,797,35,188,71,380,84,11,28,71.10%,1332,1332,2192,689,76.08%,23.92%,"$225,800.00 ",1990,0%
2.01E+15,2010,40,1,2.20E+11,1153,750,346,35,11,1,0,1143,10,826,40.8,61455,9,278,27,88,0,127,36,0,0,34,253,0,50,0,188,15,0,0,92.51%,444,444,659,413,61.47%,38.53%,"$237,400.00 ",1981,0%
2.01E+15,2010,40,2,2.20E+11,862,747,58,50,6,0,1,862,0,676,57.2,55208,27,160,16,12,16,19,55,23,19,33,218,23,22,42,90,41,0,0,84.23%,296,296,435,120,78.38%,21.62%,"$311,400.00 ",1979,0%
2.01E+15,2010,40,3,2.20E+11,1685,946,620,51,28,1,0,1646,39,1134,32,41639,158,396,36,77,49,191,25,0,18,82,355,80,37,6,165,67,0,0,76.36%,1140,969,853,984,46.43%,53.57%,"$302,400.00 ",1990,15%
2.01E+15,2010,40,4,2.20E+11,2230,1316,774,72,23,6,0,2191,39,1445,30.1,47692,97,573,101,234,52,142,44,0,0,232,624,52,236,63,154,100,0,19,74%,1126,958,1036,1278,44.77%,55.23%,"$194,700.00 ",1976,14.92%
2.01E+15,2010,40,1,2.20E+11,1228,789,351,35,24,7,0,1206,22,845,30.6,45673,118,288,9,127,10,109,28,5,0,89,184,17,34,13,98,12,10,0,67.41%,581,529,357,631,36.13%,63.87%,"$171,400.00 ",2001,8.95%
2.01E+15,2010,40,2,2.20E+11,1709,1372,244,42,15,6,0,1679,30,1243,41.2,86969,155,427,21,81,38,197,44,18,28,191,518,21,213,81,153,35,8,7,66.84%,699,699,1750,215,89.06%,10.94%,"$174,700.00 ",1986,0%
2.01E+15,2010,40,3,2.20E+11,1122,930,143,13,12,4,0,1102,20,804,36.3,86780,73,337,45,101,39,89,63,0,0,82,335,52,92,7,108,64,6,6,80.51%,527,527,626,426,59.51%,40.49%,"$176,500.00 ",1994,0%
2.01E+15,2010,40,1,2.20E+11,1396,890,373,84,14,2,0,1363,33,999,35.6,51711,112,309,41,114,0,96,41,17,0,153,483,36,117,37,138,81,60,14,72.07%,798,758,890,533,62.54%,37.46%,"$139,600.00 ",1992,5.01%
2.01E+15,2010,40,2,2.20E+11,1624,650,827,70,28,14,1,1590,34,1052,27.6,28750,47,247,15,27,54,128,10,13,0,47,286,18,118,10,66,62,12,0,71.80%,948,742,81,1117,6.76%,93.24%,"$98,600.00 ",1986,21.73%
2.01E+15,2010,40,3,2.20E+11,1143,651,409,50,13,4,0,1127,16,845,42.6,42188,85,119,0,12,39,65,3,0,0,60,289,12,65,31,145,22,0,14,58.52%,455,420,529,405,56.64%,43.36%,"$137,300.00 ",1983,7.69%
2.01E+15,2010,40,4,2.20E+11,489,345,94,25,17,0,0,481,8,350,40.8,70357,81,63,0,29,0,20,14,0,0,133,123,0,43,29,41,10,0,0,34.74%,264,264,630,355,63.96%,36.04%,"$148,800.00 ",1972,0%
2.01E+15,2010,40,1,2.20E+11,2089,692,984,38,285,11,1,2011,78,1219,27.5,53970,140,215,0,48,0,144,16,7,0,157,238,6,45,101,72,14,0,0,49.36%,910,657,87,1466,5.60%,94.40%,"$117,300.00 ",1982,27.80%
2.01E+15,2010,40,2,2.20E+11,1081,449,513,32,61,4,0,1059,22,657,29.6,31250,73,178,0,68,0,94,16,0,0,69,271,68,17,130,32,24,0,0,52.82%,684,508,424,1073,28.32%,71.68%,"$216,100.00 ",1989,25.73%
2.01E+15,2010,40,1,2.20E+11,1467,858,463,60,46,13,1,1441,26,1057,37.7,34457,185,283,0,35,57,83,50,0,58,169,405,18,115,71,105,63,23,10,59.13%,943,778,878,702,55.57%,44.43%,"$143,000.00 ",1983,17.50%
2.01E+15,2010,40,2,2.20E+11,669,364,254,10,10,7,0,645,24,462,36.8,59840,42,181,0,56,0,66,39,0,20,68,189,0,53,0,89,15,0,32,70.22%,324,267,443,300,59.62%,40.38%,"$155,700.00 ",1970,17.59%
2.01E+15,2010,40,3,2.20E+11,1076,29,1027,0,5,5,0,1066,10,751,43.8,66827,94,143,94,22,0,0,27,0,0,141,353,0,32,57,103,161,0,0,54.53%,352,321,713,294,70.80%,29.20%,"$122,200.00 ",1973,8.81%
2.01E+15,2010,40,4,2.20E+11,2793,1382,1218,152,8,5,0,2765,28,1952,36.1,74185,119,793,94,132,45,266,86,120,50,148,715,55,186,30,200,188,16,40,84.06%,1257,1148,1835,815,69.25%,30.75%,"$216,200.00 ",1995,8.67%
2.01E+15,2010,40,1,2.20E+11,1340,1039,210,73,1,5,0,1328,12,980,47,88460,16,470,0,69,21,274,58,33,15,42,419,0,66,24,245,74,0,10,92.46%,931,663,974,333,74.52%,25.48%,"$281,300.00 ",2002,28.79%
2.01E+15,2010,40,2,2.20E+11,2582,2084,293,152,13,5,0,2547,35,1799,40.6,83371,66,813,18,131,32,355,171,43,63,52,939,54,99,39,404,203,33,107,90.21%,1518,1427,2099,994,67.86%,32.14%,"$279,900.00 ",1994,5.99%
2.01E+15,2010,40,3,2.20E+11,2255,1405,695,102,17,0,0,2219,36,1599,39.7,81250,167,652,38,125,0,278,109,42,60,163,646,55,66,56,325,144,0,0,74.57%,1022,997,1597,538,74.80%,25.20%,"$187,800.00 ",1985,2.45%
2.01E+15,2010,40,4,2.20E+11,2018,1811,103,63,25,3,0,2005,13,1445,48.4,102757,31,422,0,48,0,233,80,27,34,67,511,50,106,22,151,105,45,32,90.03%,608,541,1372,0,100%,0%,"$288,100.00 ",1981,11.02%
2.01E+15,2010,40,1,2.20E+11,1381,1218,76,61,6,0,5,1366,15,951,45.7,164545,47,465,25,98,0,251,33,58,0,10,411,24,150,0,152,74,0,11,91.57%,484,484,1433,15,98.96%,1.04%,"$469,600.00 ",1997,0%
2.01E+15,2010,40,2,2.20E+11,4859,3233,1033,343,151,21,5,4786,73,3086,32,70655,386,988,84,173,0,485,96,54,96,193,1174,79,176,106,675,91,30,17,76.38%,1937,1651,2255,1900,54.27%,45.73%,"$398,800.00 ",2004,14.77%
2.01E+15,2010,40,3,2.20E+11,2230,525,1538,47,60,1,0,2171,59,1240,27.8,40391,216,322,14,81,29,150,48,0,0,212,319,33,120,15,97,54,0,0,51.42%,975,811,1036,950,52.17%,47.83%,"$129,900.00 ",1983,16.82%
2.01E+15,2010,40,1,2.20E+11,2374,1994,253,81,17,1,0,2346,28,1662,41.5,93869,91,768,55,129,51,297,56,111,69,150,686,52,92,112,246,113,39,32,82.70%,1008,967,2305,169,93.17%,6.83%,"$219,700.00 ",1987,4.07%
2.01E+15,2010,40,2,2.20E+11,1541,1181,277,33,18,6,1,1516,25,1092,37.4,58608,84,352,45,119,29,89,58,12,0,124,412,28,48,67,197,72,0,0,73.07%,645,645,1465,295,83.24%,16.76%,"$137,500.00 ",1976,0%
2.01E+15,2010,40,3,2.20E+11,959,750,124,57,8,0,1,940,19,667,39.5,108558,26,268,0,25,11,114,52,18,48,45,273,0,33,7,152,31,30,20,88.50%,396,321,638,198,76.32%,23.68%,"$309,000.00 ",1990,18.94%
2.01E+15,2010,40,1,2.20E+11,1919,1209,499,46,134,4,0,1892,27,1015,25.7,50347,394,419,19,131,15,231,13,0,10,167,353,9,65,26,201,52,0,0,54.80%,926,869,761,1570,32.65%,67.35%,"$144,200.00 ",1983,6.16%
2.01E+15,2010,40,2,2.20E+11,1015,502,452,26,11,2,0,993,22,483,24.5,18654,31,117,0,13,12,79,0,13,0,67,108,0,31,31,22,0,12,12,70.38%,510,358,242,583,29.33%,70.67%,"$142,500.00 ",2003,29.80%
2.01E+15,2010,40,3,2.20E+11,1797,194,1429,1,134,12,0,1770,27,891,24.9,27500,214,268,0,169,0,99,0,0,0,116,152,13,51,0,57,31,0,0,32.07%,1119,744,98,2374,3.96%,96.04%,,1983,33.51%
2.01E+15,2010,40,1,2.20E+11,1126,804,200,71,12,1,0,1088,38,365,22.9,34375,98,55,0,19,20,0,16,0,0,27,107,13,0,0,54,0,34,6,57.90%,458,249,0,773,0%,100%,,1980,45.63%
2.01E+15,2010,40,2,2.20E+11,824,419,290,70,19,1,0,799,25,436,25.4,16852,47,244,0,70,15,53,106,0,0,0,79,0,0,0,52,10,0,17,65.02%,750,601,0,1171,0%,100%,,1975,19.87%
2.01E+15,2010,40,3,2.20E+11,1726,1041,474,155,27,7,2,1706,20,663,23.6,17578,73,375,0,115,70,157,0,0,33,86,239,37,93,8,70,0,0,31,73.82%,1057,943,157,1677,8.56%,91.44%,,1975,10.79%
2.01E+15,2010,40,1,2.20E+11,3094,2600,278,120,29,10,2,3039,55,197,21.9,11912,0,14,0,0,0,14,0,0,0,0,26,0,0,0,12,0,14,0,100%,701,480,28,1598,1.72%,98.28%,,1996,31.53%
2.01E+15,2010,40,2,2.20E+11,2230,1911,171,76,24,4,1,2187,43,493,21.8,20091,0,268,0,121,0,77,15,45,10,40,192,0,52,0,67,46,27,0,91.38%,1330,1213,711,2886,19.77%,80.23%,"$206,100.00 ",2003,8.80%
2.01E+15,2010,40,3,2.20E+11,3094,2600,278,120,29,10,2,3039,55,339,21,30000,97,317,0,123,0,154,16,24,0,0,103,0,8,0,75,12,8,0,88.29%,817,642,0,1681,0%,100%,,1999,21.42%
2.01E+15,2010,40,4,2.20E+11,2325,1988,156,148,4,5,0,2301,24,1422,38.2,126188,0,616,10,19,9,209,140,129,100,19,708,25,106,0,315,191,37,34,96.58%,749,749,1962,269,87.94%,12.06%,"$351,000.00 ",1993,0%
2.01E+15,2010,40,5,2.20E+11,1538,1258,139,120,4,2,0,1523,15,476,22.4,21912,0,269,0,80,0,56,38,0,95,0,200,16,9,0,60,29,11,75,100%,649,610,1079,673,61.59%,38.41%,"$232,300.00 ",2003,6.01%
2.01E+15,2010,40,1,2.20E+11,4133,1043,2809,103,71,8,2,4036,97,2167,25.9,58173,363,567,73,255,8,160,44,0,27,294,483,18,108,56,215,70,6,10,55.31%,1551,1203,2444,1229,66.54%,33.46%,"$134,000.00 ",2000,22.44%
2.01E+15,2010,40,2,2.20E+11,2812,678,1685,48,318,7,2,2738,74,1505,26,43431,287,269,18,51,45,99,38,0,18,330,364,39,72,19,139,54,24,17,42.76%,1244,870,821,1836,30.90%,69.10%,"$130,600.00 ",2001,30.06%
2.01E+15,2010,40,3,2.20E+11,1529,1153,223,108,10,4,1,1499,30,618,23.8,14400,16,322,0,73,0,187,62,0,0,0,346,0,51,88,160,10,0,37,97.63%,811,692,179,1107,13.92%,86.08%,"$316,700.00 ",1992,14.67%
2.01E+15,2010,40,1,2.20E+11,2356,2164,78,93,9,0,0,2344,12,1730,50.7,225087,31,799,34,131,11,237,118,201,67,69,730,9,179,21,309,135,77,0,93.81%,852,829,2247,27,98.81%,1.19%,"$668,900.00 ",1994,2.70%
2.01E+15,2010,40,2,2.20E+11,4419,3376,511,441,29,10,0,4367,52,2938,32.9,111111,43,1433,119,182,30,684,174,102,142,162,1414,96,245,53,618,304,33,65,91.76%,1781,1746,4811,150,96.98%,3.02%,"$248,400.00 ",2004,1.97%
2.01E+15,2010,50,1,2.20E+11,1009,248,732,0,0,4,0,984,25,645,35.8,53171,132,164,51,113,0,0,0,0,0,121,163,14,112,37,0,0,0,0,52.81%,367,248,791,57,93.28%,6.72%,"$91,800.00 ",1976,32.43%
2.01E+15,2010,50,2,2.20E+11,1268,136,1111,0,9,1,0,1257,11,867,41.6,43836,82,193,41,67,0,33,19,0,33,72,322,0,37,28,129,113,0,15,73.83%,488,411,768,121,86.39%,13.61%,"$182,000.00 ",1975,15.78%
2.01E+15,2010,50,3,2.20E+11,1258,8,1244,0,0,3,0,1255,3,725,31.1,26377,70,132,0,88,14,30,0,0,0,76,202,18,86,18,48,32,0,0,40.88%,411,411,1030,250,80.47%,19.53%,"$101,000.00 ",1975,0%
2.01E+15,2010,50,4,2.20E+11,768,227,525,0,1,1,0,754,14,483,34.6,47266,65,81,0,66,0,0,15,0,0,38,79,20,16,43,0,0,0,0,53.36%,318,249,241,175,57.93%,42.07%,"$64,800.00 ",1981,21.70%
2.01E+15,2010,50,5,2.20E+11,694,148,535,6,5,0,0,694,0,463,36.7,33728,70,158,0,118,0,40,0,0,0,190,132,16,101,0,15,0,0,0,45.15%,401,363,654,685,48.84%,51.16%,"$111,700.00 ",1975,9.48%
2.01E+15,2010,50,6,2.20E+11,1001,40,939,0,1,0,0,980,21,571,29.9,24198,59,63,0,16,0,47,0,0,0,117,211,11,18,0,118,64,0,0,47.62%,428,360,610,252,70.77%,29.23%,"$100,300.00 ",1977,15.89%
2.01E+15,2010,50,1,2.20E+11,974,219,728,1,1,18,0,967,7,630,38.2,28958,108,145,11,50,0,73,0,11,0,167,146,25,93,0,21,7,0,0,40.31%,435,414,927,455,67.08%,32.92%,"$94,800.00 ",1971,4.83%
2.01E+15,2010,50,2,2.20E+11,1208,483,703,2,1,0,0,1189,19,748,34.2,65682,133,183,45,57,20,22,13,0,26,158,177,6,28,15,56,72,0,0,49.47%,461,374,837,227,78.67%,21.33%,"$102,900.00 ",1964,18.87%
2.01E+15,2010,50,3,2.20E+11,1105,39,1042,0,9,1,0,1091,14,675,35.5,28387,124,118,7,14,0,85,12,0,0,129,146,28,47,8,59,4,0,0,40.90%,472,410,920,284,76.41%,23.59%,"$87,700.00 ",1974,13.14%
2.01E+15,2010,50,1,2.20E+11,1043,298,712,1,8,7,0,1026,17,568,27.8,51420,99,138,55,76,0,7,0,0,0,268,91,30,58,3,0,0,0,0,34.86%,410,359,702,394,64.05%,35.95%,"$123,300.00 ",1973,12.44%
2.01E+15,2010,50,2,2.20E+11,1481,257,1169,9,30,0,0,1465,16,864,29.6,35980,193,153,10,67,19,47,0,10,0,236,226,54,117,0,45,10,0,0,38.88%,682,682,1451,614,70.27%,29.73%,"$96,200.00 ",1979,0%
2.01E+15,2010,50,3,2.20E+11,1657,433,1194,3,3,3,0,1636,21,1070,38.2,26750,201,98,10,56,0,7,15,10,0,235,242,17,120,0,83,7,5,10,33.59%,610,551,708,643,52.41%,47.59%,"$110,600.00 ",1971,9.67%
2.01E+15,2010,50,1,2.20E+11,1070,270,789,0,1,4,0,1064,6,656,31.8,50459,106,125,0,67,28,0,0,15,15,134,118,11,71,20,11,5,0,0,34.51%,450,410,695,522,57.11%,42.89%,"$134,700.00 ",1968,8.89%
2.01E+15,2010,50,2,2.20E+11,1751,331,1404,2,1,10,0,1748,3,1129,36.9,54405,86,312,25,110,0,108,69,0,0,206,416,17,93,46,187,73,0,0,62.20%,634,592,1684,66,96.23%,3.77%,"$155,600.00 ",1977,6.62%
2.01E+15,2010,50,3,2.20E+11,784,90,679,1,1,1,0,772,12,437,29.6,51071,153,67,0,53,0,14,0,0,0,72,189,0,108,0,44,37,0,0,47.70%,282,238,583,535,52.15%,47.85%,"$127,500.00 ",1976,15.60%
2.01E+15,2010,50,4,2.20E+11,2224,355,1822,8,13,1,0,2199,25,1316,31.1,28732,66,269,38,174,19,38,0,0,0,386,407,75,205,0,86,41,0,0,52.13%,939,811,1137,964,54.12%,45.88%,"$94,200.00 ",1983,13.63%
2.01E+15,2010,50,1,2.20E+11,1784,1355,392,10,3,8,1,1769,15,1213,38.4,70996,251,225,12,37,59,87,0,30,0,288,272,50,79,34,51,58,0,0,46.16%,770,641,1432,110,92.87%,7.13%,"$137,200.00 ",1987,16.75%
2.01E+15,2010,50,2,2.20E+11,1817,1759,39,4,1,6,0,1809,8,1347,46.1,59688,310,225,37,46,19,62,44,0,17,444,281,76,72,10,101,22,0,0,37.24%,812,798,1874,241,88.61%,11.39%,"$195,000.00 ",1983,1.72%
